domain,resolves
nzyymvidnbvz.bid,False
scoparocorp.com.br,True
webxmr.com,True
boulka.pl,True
bodegaconstruir.com.mx,True
blackzing.mooo.com,True
media.https04.com,True
mutuza.win,False
botnetdown.gicp.net,True
bnhtml.com,True
outlwebsonl.gq,False
botcat.la,True
blueforest.com,True
achverification.com,True
aunlianplastic.com,True
99downer.com,False
gvinternational.co.in,False
webmine.pro,True
owastgotanation.co.nf,True
track.myapps-ups.org,False
cndhit.xyz,False
meisho.com.my,True
werkenbijmediaan.nl,False
whgsyczcofwf.com,False
cloudmedia.gdn,False
recaponline.com,True
albumepremium.ro,False
amberschool2.com,False
clod.pw,False
clinicaimpla.com,True
vlrzhoueyoxw.com,True
clinicacesarnavarro.com,False
projectpoi.com,True
citydatesverify.com,False
ceyice.cc,False
systemhealerhost.net,True
www.jusrlkubhjnr.com,True
coursesite.lehigh.rarn.me,False
mrslove.com,True
all-nacha-datainfo.com,True
1beb2a44.space,False
19.bodysculptlipo.com,True
coiner.site,False
coihive.com,False
willbriley.com,True
widowadvertising.net,True
csdukol.xyz,False
eks.com.pk,False
eyupsultan.no,True
etbrjgpsadke.com,False
esapiiroinen.net,False
bkser.jvdmjs.cn,False
bitnex.io,True
earncoins.club,True
dyjifezeyagm.com,False
cdnfile.xyz,True
cdbxuzzlgfhh.com,True
infamylists.com,True
hdeiyrdw.bid,False
seviyel.com,True
coffeecup.com,True
emailupgradedd.110mb.com,False
star-anim.com,True
egkkeahdzjqy.com,True
subprint.solutions,True
flash1029.com.ar,True
webassembly.stream,True
billyd.com.au,False
docushredusa.com,True
citadelchurchjax.com,True
meleather.com,True
xdqoopws.bid,False
derpqpyvym.bid,False
debuackedhkvu.bid,False
synergeiakatharismou-thessaloniki.gr,False
hbrvwrdama.bid,False
snhfmewkai.bid,False
gyvyokpmmb.bid,False
freecontent.racing,False
mvstarcraft.com,True
balloondudetravis.com,True
turviagens.net,True
hashforcash.us,False
rapportreport.com,False
gvyliqny.bid,False
hhnamywutsvovm.bid,False
gshiupcdkolv.bid,False
grhqitjkih.bid,False
aqqgli3vle.bid,False
vinklum.es,True
infocyber.pl,True
policjasanitarna.pl,True
xxxmagicreservation.com,True
cda.pl,True
gopamdzgpdrwe.bid,False
semvdooatmd.bid,False
futengcapital.com,True
lmcyclients.com,True
liveforms.org,True
vzrnb4o4.com,True
gtbank.com,True
ghycvwos.bid,False
fyifssdoq.bid,False
fhsxhewkajqwgf.bid,False
skaulppmndy.bid,False
sekllcjbujp.bid,False
reasedoper.pw,False
scvonjdwad.bid,False
ventsteens.co.za,True
gfhlwbxjjdla.bid,False
fxpjkzwveswgtt.bid,False
fjmxpixte.bid,False
fgxgzjeip.bid,False
sjnfgvjizo.bid,False
seotpqntjukhg.bid,False
grupobolivia.com,False
fuhgvhuukl.bid,False
zsxaeudw.bid,False
ns1.namesservers.org,False
fnkyyrgraizy.com,True
fgilgpmoudkzx.bid,False
gaxafjlxgoqfj.bid,False
fileservice.ir,True
cpu2cash.link,False
clickwith.date,False
novaminers.tk,False
liveformhq.com,True
www2.mypayroll.ph,True
soibuuqqhuyo.com,False
et-code.ru,True
dartnellspharmacy.com.au,True
y0.pl,True
worldcompanysapporo.co.jp,True
zclxwzegqslr.com,False
verresof.com,False
torrent.pw,True
d3keuangandaerah.undip.ac.id,False
chiybszey.bid,False
jrtawlpbusyg.com,False
kimiyaindustry.com,True
webterren.com,True
truebuilders.net,False
ff-consultoria.com,True
car-mania.ru,True
c0i8h8ac7e.bid,False
hivnd.net,True
cdn-xhr.com,True
webeden.co.uk,True
weddingstogo.com.au,True
downloadnetworkhost.com,True
bzfguipyjops.com,False
buzzoola.com,True
buypaymer.so,False
bufqrxzyrecf.com,False
fnt.kz,True
oypt-71.gq,True
topnew.got-game.org,True
topbet.eu,True
droppages.com,True
skygroove.mx,True
totalcoat.com,True
afscontabilrj.com.br,True
helloyungmenqq.com,True
djgt.net,True
koowo.com,True
mkyzqyfschwd.com,False
www.123contactform.com,True
ldkyzudgbksh.com,False
microsoft-update.name,True
msg.video.dns.iqiyi.com,True
oasedev.ro,True
kittipon-thai-restaurant.ch,True
rottastics36w.net,True
maildesk.yolasite.com,True
mycontactform.com,True
kg-contacter.de,True
gtcyber.com,True
jtmfmeexjet.bid,False
tk.hostinghood.com,True
000webhostapp.com,True
e5956.dscf.akamaiedge.net,True
duvyjbofwfqh.com,False
cryptobara.com,True
bisiteles.com,True
a3v032.xtrweb.com,True
dudaone.com,True
systemten.org,True
dn-montage.ch,True
oprebatph.org,True
ptichka.ru,True
juyfhwxcvzft.com,False
junioroops.name,True
kupie-dlugi.pl,True
sweetwaterresort.com,True
retyuloploples.net,True
rawsheany.com,True
willacrit.com,False
19.bodysculptlifestyle.com,True
114dns.com,True
jeto.org,False
presentflo.ru,True
ultimatesecurity.info,True
turboimg.net,True
taxdocument.secontayperdkesbo.tk,True
urssd.co.nf,True
uralgaz.ru,True
update7.typeform.com,True
vjcyehtqm9.me,False
umai.kitchen,False
dino.in.ezar.ru,True
copesa.com.py,True
www.bgcsojmtgdrv.com,False
coinpot.co,True
bitminer.io,True
www.oldbaku.com.ua,True
brandc.name,True
webupgrade.sitey.me,True
aussiemigrationservices.com.au,True
activedent.net,True
advisegroup.ru,True
didnkinrab.com,False
chiceventsanddesign.com,True
contanya.com,True
bplaced.net,True
al-kausargroup.com,False
albertoprimavera.com.ar,True
diosdelared.com.mx,False
cryptotab.net,True
home.in.confused.w2c.ru,True
fd301.hoopchina.com,True
hashdeu.md,True
carrusel.com.co,True
cv.mason.org.tr,False
hashing.win,True
hhtres.com,True
ecoinz.cz,False
drontapesoff.com,True
d-four.com,True
gospod.host22.com,True
freshrefresher.com,False
caspio.com,True
ejayne.net,True
finance.gd,True
formcrafts.com,True
drivers-academy.gr,False
dragonparking.com,True
knowlephotographic.co.uk,True
oldfolk.pl,False
marpha.ro,True
pantera-hd.ru,True
peti.com.ph,True
lvrvufurxhgp.com,False
jdjsaf34.com,True
lprshcsmijfovp.com,True
outdoorpiumhi.com.br,True
searchencrypt.com,True
flashbangsecurity.com,True
kuwaitnet.net,True
musicstudioseattle.net,True
moonfruit.com,True
hosters.ld.vg,True
kriskemp.com,True
proxy2.pagecloud.com,True
powiat-lancut.com.pl,True
belladonnamonna.com,False
kopa.co.za,True
freehost21.tw,True
center.dhammakaya.biz,True
themaltesegallery.com,True
iserverupdates.com,True
net16.net,True
vvgttgprssiy.com,False
zlen.ru,True
seeikom.name,True
icloud-analysis.com,True
nichehit.net,True
lehigh-edu.webs.com,True
provision-ngl.org,True
my-free.website,False
shikalmuna.com,True
customtrer.info,True
oxanehlscsry.com,False
webfenix.no-ip.org,True
ajepcoin.com,False
bnqaljyjkpwmiu.bid,False
13r.lg.ua,False
mysqlupdate.sytes.net,True
backurl.us,True
testfortestltd444557.com.tw,True
csgocpu.com,False
gumusaluminyumkupeste.com,True
nabilams.org,True
happy2013.org,True
mybackupdns.org,False
355553.parkingcrew.net,True
cqcebzspxptwfl.bid,False
berriag.ch,True
destinationtours.com.ph,True
moneone.ga,False
mobilitydata5.com,True
cassinointernet.com.br,True
users.on.net,True
bappeda.jogjaprov.go.id,True
fsqgojinc.bid,False
xlcnavkhn.bid,False
siogczwibswm.com,False
paperform.co,True
fdjdyzoqnzikx.bid,False
superwood.com.my,True
sfimnakedgirls.com,True
shreeanandinternational.com,True
rove.cl,True
creatorlink.net,True
cpc-ccp.com,True
forum4you.im,False
wilcarobbe.com,False
www.smile.uk.net,True
planetaecobag.com.br,True
wzepkzuyaaoozu.bid,False
youporn.sexy,True
bmnccwprdrszpj.bid,False
wvxywejnmpsh.bid,False
wapvhtyc.bid,False
tolanimusic.com,True
gridiogrid.com,False
ontrapages.com,True
countrysefa.org,False
wildcard.smvi.co.herokudns.com,True
goldentouch.coffeecup.com,True
lehigh-edu-verfication.yolasite.com,True
sergnovgorod23.narod2.ru,True
goegstjtam.bid,False
grewuxii.bid,False
glykvwol.bid,False
covalladolid.org,True
PR-Suspensions-1630320541.us-east-1.elb.amazonaws.com,True
d3ahinqqx1dy5v.cloudfront.net,True
proscan.ca,True
newlanscoachbuilders.com.au,True
ogue.com.br,False
vfvjddae.bid,False
gqtcapjnn.bid,False
hckmbeebnstnp.bid,False
gzyddiyiyme.bid,False
glfnjyzix.bid,True
yesubqwrfvepm.bid,False
gmnxupczjmecj.bid,False
gkmaclyrj.bid,False
study-in-china.org,True
intexgencon.com,False
johnsoncaravans.com.au,True
netne.net,True
microsofto.sytes.net,True
sharebook.pl,False
tacobell.com.sa,True
xf0.pw,False
lkfnpad.atspace.cc,True
gkiqfnjtwmj.bid,False
v2v.lga.gov.ph,True
gigphdgtszus.bid,False
ghzylikrcdydf.bid,False
2ndflorida.com,True
69xiu.com,True
bitember.com,True
spigot.com,True
jdhnfbmrhwkn.com,False
tjj.com,False
startminer.com,True
ftdyrqgjr.bid,False
gzhazcfkr.bid,False
ffvghouburgijz.bid,False
clinicaplenus.com,True
www.dfcwecvmjtdj.com,False
www.peace-one.jp,True
nrepcbiqaasqih.bid,False
myhrform.com,False
dniphotos.com,True
mwgairxva.bid,False
ayintaphotel.com,True
zajm-dengi-credit.ru,False
yzlwuuzzehjh.com,True
qroslnnklpmcrmor.biz,True
ouahjrthgxyh.bid,False
mvesulbecwq.bid,False
comli.com,True
onmnkdzpmvxfab.bid,False
nyaisjsghvj.bid,False
mwenzdgzgez.bid,False
inboxmsgread-cs.online,False
d3iz6lralvg77g.cloudfront.net,True
rotadossentidos.com,True
qfzy.cn,True
cetrixa.se,False
vclmcskuvdps.bid,True
jkmichaelshub.com,True
npaclqyoqrwh.bid,False
todogecoin.biz,True
nouvurtqlz.bid,False
mvyfuwczzotfe.bid,False
martinic.cl,True
ftotose.vrozetke.com,False
speedof.me,True
caprigos.com,True
scarstav.cz,True
formforall.com,True
asramanch.org,True
iupqelechcmj.com,False
mailboxupgrade.ml,True
cuccus.in,False
tongomario.com,True
buhomania.com,False
maquinamotors.com,True
reactor.cc,True
whkwbllcctfm.com,False
webminerpool.com,True
agbtourvacanze.it,True
pherkax.com,True
dimartinospa.com,False
roadfitterapparel.com,True
cnts.me,True
tharbadir.com,True
localdarcenss.com,True
136.villebois.community,False
fgcu.eu,False
bbce-legalconsultancy.com,True
wapka.mobi,True
www.spiritaware.org,True
www.kristalrogaska.si,True
qidujituan.com,False
procompetent.com,True
utep.eu,True
stetson.eu,True
armatuviaje.com,True
connect.lehigh.edu.cnts.me,False
ecuasanitas.info,True
aioss.us,True
tventinypoloret.com,True
yiluzhuanqian.com,True
86243.8b.io,True
www.biboting.com,True
107788.com,True
refunevent.com,True
webydo.com,True
fxxz.com,True
webspace.quinnipiac.edu,True
webaircdn.com,True
twinkempire.com,True
testtestingpotatoes111222.com.tw,True
bbs.xiaoji,False
webflow.io,True
triplexguard.com,True
tidafors.xyz,False
trem.org,True
thaivbd.org,True
tradingcenter.cc,True
universaldriverupdater.com,False
topstyle.me,True
thiennhanfamily.com,True
webminer.pro,True
transito.ru,True
casinicanadian.atwebpages.com,True
thienthiennhan.com,True
tfdessa.ru,True
cbmay.com,False
todoarteicopor.com,True
tripod.com,True
testingforinnovation2221999.com.tw,True
bernardyn.pl,True
barclaysghana.org,False
atwebpages.com,True
spylog.com,True
thebest-peguard.rr.nu,True
testing1testing2fhj3888222.com.tw,True
testfhjtestpanel2226333.com.tw,True
testeradminpanel222777.com.tw,True
ukit.me,True
vipworldhost.com,True
ukbasics.com,True
webs.com,True
viimans.com,True
twopiz.com,True
vikramcreations.com,True
bayrakgida.com,True
bafokeng.net,True
wopedjhfntzfgh.com,True
arubatriathlon.com,True
www.mhwxckevqdkx.com,False
www.kbsceyleonkq.com,True
www.bbheuxcancwj.com,False
testtestforfhj111998.com.tw,True
atcmusic.com,True
wyldeart.com,True
www.jiyairvjgfqk.com,False
www.giyjhogjmfmc.com,False
wvps46-163-106-177.dedicated.hosteurope.de,True
asha.edu.ph,True
avtechsystems.co.ke,True
www.klakcdiqmgxq.com,False
barber-q-oregon.com,True
gbdqimygbobtih.bid,False
www.jjdrwkistgfh.com,False
workduty.com,True
testinglightversion999111.com.tw,True
wiremeshbelt.net,True
wordquran.com,True
cacpcaizwx.bid,False
buauaamx.bid,False
pushwelcome.com,True
rxknixwwt.bid,False
mttyfwtvyumc.com,False
xvfzxuzvxcv.bid,False
sghradxea.bid,False
nnbmyxnbyduea.bid,False
iwnvbdosun.bid,False
xuiiiqpsw.bid,False
bxpbwitpgbid.bid,False
jmghohdn.bid,False
immgnzenbixuzd.bid,False
crackingod.com,True
xtzslqieeh.bid,False
byspwzspx.bid,False
xkziczlmpsfw.bid,False
bwnrgfhbd.bid,False
trishabrowncompany.org,True
xptcatkpcyfeev.bid,False
auspring.com.tw,True
atonegofinancial.com,True
bypjftbwbpj.bid,False
bweqokcd.bid,False
zxaveqdykktbvl.bid,False
united-trans.org,False
xpiajagcdpkhlx.bid,False
bymyneknm.bid,False
xicnoklyvgldzh.bid,False
hexat.com,True
olazspdsld.bid,False
mmqsbtpmdrib.bid,False
hxvbrahd.bid,False
htnzwuvgphjwqc.bid,False
sallymiller.com,True
lhedywrtanrgz.bid,False
horylaht.bid,False
robhazelwood.com,True
coinhive.info,True
ccabzumewfk.bid,False
kmqlirdx.bid,False
kfaesgypn.bid,False
saintsaviourchurch.org,True
rhitm.co.cc,True
quiverharbor.com,True
cl2.dhfszh.com.w.kunlunea.com,True
ritsoperrol.ru,False
llij.cf,True
803mine.com,True
11776.BODIS.com,True
poopmap.net,True
fmztxzdrq.bid,False
technobusinesscenter.com,False
0bq.ru,True
loveandlight.aws3.net,True
fitoteafclope.pl,True
